sys_data_source_nm,sys_data_schema_nm,sys_data_source_table_nm,sys_insert_date,sys_insert_owner_corp_id,player_name,country_name,country_code,all_time_league_goals,all_time_league_appearances,international_caps,international_goals,value,strength,stamina,pace,natural_fitness,jumping_reach,balance,agility,work_rate,vision,teamwork,positioning,off_the_ball,leadership,flair,determination,decisions,concentration,composure,bravery,anticipation,technique,corners,dribbling,finishing,first_touch,free_kicks,heading,long_shots,long_throws,marking,tackling,passing,penalties,aggression,acceleration
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Ederson,Brazil,BRA,0,107,1,0,�32M,13,13,12,15,13,13,13,13,16,13,14,15,6,1,16,14,14,13,18,14,14,6,11,1,13,8,8,12,3,2,3,17,12,11,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,David Ospina,Colombia,COL,0,326,84,0,�15M,11,14,8,14,13,15,16,8,8,12,14,1,8,5,14,13,15,14,14,14,8,8,1,2,9,12,8,1,1,1,1,8,4,10,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Carlos Sanchez,Colombia,COL,13,324,81,0,�6.5M,15,15,13,15,11,15,11,16,12,14,14,11,13,8,12,11,14,16,16,15,13,7,11,9,13,9,13,12,8,14,14,13,10,14,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Juan Cuadrado,Colombia,COL,30,230,70,7,�49M,9,16,17,15,8,10,17,14,12,8,7,16,8,14,15,10,10,12,10,14,16,11,16,12,16,10,11,13,8,8,13,14,9,16,17
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Abel Aguilar,Colombia,COL,24,293,69,8,�93K,14,14,10,12,14,14,10,13,14,16,14,14,14,11,16,14,13,14,15,13,14,10,10,12,14,10,16,14,10,12,13,14,13,16,10
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Radamel Falcao,Colombia,COL,165,301,66,29,�38.5M,13,12,12,13,11,14,14,14,15,14,6,16,18,16,17,17,13,17,16,15,15,10,13,17,15,15,18,13,3,4,6,13,18,13,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,James Rodriguez,Colombia,COL,78,246,64,21,�60M,11,14,12,12,10,15,14,11,19,14,8,14,12,18,13,17,15,18,13,17,17,17,14,16,19,16,12,17,8,6,8,16,14,11,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Cristian Zapata,Colombia,COL,8,299,52,2,�6.75M,16,16,14,14,15,18,13,13,7,16,15,8,12,4,13,11,9,12,15,13,9,1,8,5,9,2,15,3,12,16,15,10,4,15,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Carlos Bacca,Colombia,COL,181,359,46,14,�26M,14,14,16,14,11,16,15,11,13,10,7,17,13,14,15,14,15,15,17,14,13,6,13,17,13,6,13,12,8,5,6,13,15,13,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Santiago Arias,Colombia,COL,7,171,42,0,�5.5M,12,15,15,16,9,13,14,13,12,13,14,13,8,12,16,11,10,10,12,12,14,9,12,6,12,11,9,11,12,12,12,14,6,15,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Luis Muriel,Colombia,COL,81,215,18,2,�14.5M,13,13,17,11,9,11,16,13,13,11,9,16,12,16,13,13,12,13,10,14,16,10,16,15,14,10,11,12,7,5,5,12,15,12,16
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Frank Fabra,Colombia,COL,6,170,16,1,�3.4M,13,15,15,14,7,11,14,11,12,14,11,13,8,11,12,12,11,14,13,12,13,14,13,11,11,14,6,14,13,11,12,13,7,12,16
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Juan Fernando Quintero,Colombia,COL,29,158,16,3,�425K,11,13,13,10,5,12,15,12,15,12,11,14,9,14,9,12,12,13,11,13,15,14,15,11,14,15,6,15,6,6,7,15,15,10,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Oscar Murillo,Colombia,COL,13,257,14,0,�2.7M,13,13,12,15,15,12,11,12,12,11,12,11,12,1,11,13,13,13,12,13,8,10,7,8,9,9,14,8,5,13,13,11,6,10,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Yerry Mina,Colombia,COL,14,109,12,3,�7.25M,16,12,12,11,17,8,12,14,9,13,14,10,11,9,15,13,13,14,13,13,11,6,10,7,11,6,16,8,9,14,14,11,9,12,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Wilmar Barrios,Colombia,COL,3,121,11,0,�2.4M,14,15,12,15,10,13,14,16,13,15,15,12,12,9,13,13,12,12,17,13,10,4,8,8,11,6,10,9,6,14,15,14,6,16,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Davinson Sanchez,Colombia,COL,6,59,10,0,�24M,15,14,15,14,14,14,14,14,10,13,13,10,9,11,13,14,12,14,15,14,13,7,11,10,13,10,14,9,8,14,15,15,7,15,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Mateus Uribe,Colombia,COL,22,164,8,0,�725K,13,13,12,12,14,13,12,14,14,13,14,13,12,1,12,14,14,13,13,13,12,11,13,12,12,9,13,11,13,12,12,12,9,8,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Miguel Borja,Colombia,COL,51,149,7,2,�7M,13,15,13,13,13,11,13,11,12,13,10,15,11,7,14,14,14,14,14,13,12,6,12,16,12,10,15,11,6,5,6,12,15,13,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Jefferson Lerma,Colombia,COL,9,147,6,0,�4.3M,13,16,14,17,11,14,13,15,11,15,13,12,10,9,15,13,14,12,15,14,12,10,11,9,12,9,11,12,8,13,15,13,9,13,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Jose Izquierdo,Colombia,COL,60,193,6,1,�15.5M,11,12,17,12,5,9,12,12,10,12,12,12,10,16,13,11,13,12,15,11,13,12,15,12,12,13,7,15,8,5,6,12,6,10,16
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Camilo Vargas,Colombia,COL,2,213,5,0,�145K,13,13,12,4,13,13,13,13,13,12,13,12,10,1,13,12,13,12,13,13,7,5,1,2,4,10,1,1,2,3,2,12,3,12,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Johan Mojica,Colombia,COL,9,146,5,1,�875K,11,13,16,17,10,11,14,11,12,10,8,14,7,13,11,9,10,9,12,12,12,13,14,10,11,13,12,10,11,9,10,14,6,14,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Jose Cuadrado,Colombia,COL,1,318,1,0,�78K,13,13,12,15,14,12,13,12,11,11,12,1,11,2,12,12,12,12,12,12,8,8,3,3,10,11,1,3,3,2,3,10,2,14,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Celso Borges,Costa Rica,CRC,70,312,112,18,�7M,13,15,12,13,13,11,12,14,14,15,14,15,15,13,12,15,13,12,14,13,13,13,14,13,14,11,14,12,2,11,11,15,14,12,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Bryan Ruiz,Costa Rica,CRC,109,388,110,24,�3.4M,9,10,11,14,11,13,16,10,16,12,9,16,10,16,11,16,10,15,9,11,16,15,16,12,16,15,11,13,3,6,8,16,16,7,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Christian Bolanos,Costa Rica,CRC,54,392,83,7,�300K,7,9,12,12,8,12,15,10,14,7,6,10,5,16,7,8,8,14,7,15,16,13,15,10,16,14,6,12,6,4,5,14,12,6,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Keylor Navas,Costa Rica,CRC,0,210,82,0,�44M,13,14,14,17,12,14,18,15,8,15,14,1,12,8,16,15,18,13,15,15,6,8,3,2,8,12,9,1,1,2,3,9,1,11,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Joel Campbell,Costa Rica,CRC,20,153,78,15,�13.25M,10,12,15,14,9,12,14,14,13,13,7,14,6,14,13,12,9,11,13,13,14,10,16,13,14,10,7,13,4,6,7,13,14,10,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Giancarlo Gonzalez,Costa Rica,CRC,13,235,69,2,�3.6M,13,13,13,14,14,14,13,13,11,13,14,5,14,11,17,12,11,12,13,15,11,3,7,5,10,3,15,5,5,14,15,11,8,15,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Cristian Gamboa,Costa Rica,CRC,1,160,69,3,�3.8M,10,16,18,10,8,8,14,15,7,14,6,9,3,12,12,8,8,8,10,10,12,8,12,8,13,7,8,9,14,11,14,10,7,15,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Johnny Acosta,Costa Rica,CRC,15,246,67,2,�15.75K,7,14,14,12,7,10,14,9,7,9,14,9,7,1,11,14,7,11,11,14,10,3,3,7,11,1,14,5,8,14,13,11,6,5,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Marco Urena,Costa Rica,CRC,21,165,63,14,�1.1M,7,12,18,12,8,12,14,14,12,14,5,12,5,5,12,9,8,10,10,12,10,6,12,11,8,6,8,12,4,4,4,12,10,14,16
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Randall Azofeifa,Costa Rica,CRC,59,342,59,3,�275K,9,12,9,7,11,14,12,14,16,15,12,12,14,12,12,14,11,15,11,14,14,15,10,11,14,16,9,15,6,11,10,17,18,11,8
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Yeltsin Tejeda,Costa Rica,CRC,6,174,49,0,�575K,10,13,11,14,10,13,13,14,12,13,10,13,11,8,4,12,12,13,14,13,12,10,11,8,13,8,11,10,6,12,14,13,10,12,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Johan Venegas,Costa Rica,CRC,0,178,48,10,�500,1,4,12,10,3,3,12,6,6,5,3,6,3,7,7,10,3,4,2,4,7,5,9,10,5,3,5,3,2,1,2,5,1,7,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,David Guzman,Costa Rica,CRC,11,291,46,0,�475K,11,14,13,12,12,15,12,13,11,13,13,12,4,12,12,10,9,14,12,12,14,11,13,6,13,10,12,10,11,13,13,13,8,13,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Bryan Oviedo,Costa Rica,CRC,4,117,42,1,�4.9M,9,14,13,14,7,12,14,14,11,14,13,12,5,14,13,13,12,14,12,13,14,14,13,8,12,13,9,12,7,11,14,12,4,14,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Patrick Pemberton,Costa Rica,CRC,0,274,39,0,�225K,9,7,9,8,8,8,14,8,8,9,11,1,6,1,12,17,12,8,8,9,7,3,2,2,8,6,7,3,2,1,1,9,2,9,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Oscar Duarte,Costa Rica,CRC,12,175,37,2,�3.1M,14,14,12,12,14,14,12,15,6,15,14,10,12,11,15,13,13,12,14,14,11,8,10,9,10,10,15,10,13,15,14,9,9,14,9
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Francisco Calvo,Costa Rica,CRC,33,207,37,4,�1.5M,12,16,11,16,11,11,10,12,9,12,10,13,13,10,5,11,12,13,15,12,10,8,9,8,9,9,15,7,7,12,13,11,3,14,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Rodney Wallace,Costa Rica,CRC,28,213,28,4,�1M,12,14,14,15,13,13,13,14,11,13,8,14,6,13,12,10,10,11,12,11,13,6,14,12,13,8,9,12,10,12,9,13,9,14,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Kendall Watson,Costa Rica,CRC,1,20,25,2,�160K,7,11,15,10,8,9,15,10,10,8,9,9,3,6,10,15,10,9,9,10,10,5,9,7,14,6,9,3,6,10,10,10,8,10,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Ronald Matarrita,Costa Rica,CRC,5,104,18,2,�1.9M,8,14,14,16,8,12,13,12,10,13,11,13,8,13,14,10,11,12,10,10,13,12,11,8,13,9,8,9,8,13,11,12,9,12,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Daniel Colindres,Costa Rica,CRC,58,253,12,0,�180K,12,11,11,12,10,14,12,9,12,14,12,18,13,8,11,3,12,13,12,16,5,13,8,16,10,13,13,14,11,12,8,3,9,8,8
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Leonel Moreira,Costa Rica,CRC,0,227,9,0,�600K,12,10,14,4,10,13,20,8,12,12,14,1,11,1,11,14,15,13,17,14,7,3,3,2,10,4,3,1,1,3,2,10,3,10,17
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Ian Smith,Costa Rica,CRC,0,12,4,0,�110K,8,9,12,16,7,10,12,10,9,9,13,7,13,1,3,15,15,8,10,9,7,6,9,3,7,4,12,3,9,13,10,8,3,10,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Luka Modric,Croatia,CRO,60,401,108,13,�45.5M,8,17,13,13,7,13,17,17,18,16,12,12,13,13,16,18,16,15,13,17,18,16,17,9,19,13,8,12,7,8,11,19,14,12,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Vedran Corluka,Croatia,CRO,20,338,100,4,�5.5M,14,13,10,12,15,12,10,11,11,12,14,10,14,7,17,14,13,14,13,17,12,9,10,9,12,10,13,7,12,14,15,13,6,14,9
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Ivan Rakitic,Croatia,CRO,76,371,94,15,�56M,14,15,14,12,12,11,11,14,16,15,12,15,14,12,12,15,14,14,12,14,16,18,14,13,16,16,8,18,10,9,11,17,16,11,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Mario Mandzukic,Croatia,CRO,152,354,85,30,�42M,18,18,14,19,17,17,11,20,11,20,13,14,16,14,20,16,15,14,20,16,15,6,10,14,12,6,17,8,6,10,13,13,14,20,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Ivan Perisic,Croatia,CRO,81,267,68,18,�41M,12,14,16,13,13,13,13,12,12,10,8,17,6,13,13,13,11,13,12,16,14,12,15,14,14,13,13,12,5,7,7,14,13,8,16
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Domagoj Vida,Croatia,CRO,22,239,61,2,�4.8M,13,17,17,15,16,14,12,18,10,16,13,15,14,4,18,10,9,12,18,11,12,2,12,11,11,3,16,10,14,14,18,13,7,14,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Ivan Strinic,Croatia,CRO,9,178,45,0,�8.5M,14,14,14,10,13,14,14,17,13,15,13,12,10,12,17,13,14,13,14,12,12,8,12,5,13,6,11,15,14,13,13,13,8,15,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Mateo Kovacic,Croatia,CRO,12,175,43,1,�32M,13,15,14,12,9,16,15,15,16,15,11,13,11,16,17,14,11,14,13,15,17,13,17,12,17,12,10,13,7,12,12,17,12,14,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Nikola Kalinic,Croatia,CRO,111,278,42,15,�21M,14,15,14,15,14,17,14,15,12,13,6,15,12,13,15,14,13,14,13,15,14,5,11,15,14,5,15,12,5,5,6,12,15,13,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Dejan Lovren,Croatia,CRO,8,269,41,2,�25M,16,14,13,13,15,14,13,13,12,13,14,10,13,9,14,12,11,13,17,15,13,2,11,8,14,7,16,7,8,15,17,14,9,16,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Danijel Subasic,Croatia,CRO,1,372,40,0,�15.5M,15,15,12,15,16,16,13,10,8,13,16,2,15,11,15,14,14,13,15,14,9,6,10,1,11,11,7,3,2,5,11,10,10,11,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Milan Badelj,Croatia,CRO,37,284,38,1,�0,13,15,13,13,12,14,13,13,15,16,13,9,13,14,12,13,10,15,12,14,14,8,12,9,15,12,13,11,7,13,16,16,11,11,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Sime Vrsaljko,Croatia,CRO,1,181,37,0,�10.75M,13,19,16,18,13,14,14,15,10,12,13,12,10,8,17,13,10,9,15,14,12,9,10,4,11,3,13,7,12,15,15,11,8,15,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Marcelo Brozovic,Croatia,CRO,24,197,37,6,�18.75M,13,15,14,18,10,14,11,17,14,13,13,14,7,13,12,13,12,14,12,14,15,6,14,12,15,12,9,13,3,11,13,15,9,12,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Andrej Kramaric,Croatia,CRO,90,193,33,9,�17M,10,15,14,16,10,12,16,17,14,12,7,13,5,16,10,9,12,12,10,15,15,9,14,15,16,10,13,13,6,5,6,13,16,13,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Josip Pivaric,Croatia,CRO,9,193,19,0,�2.1M,11,14,13,12,8,14,11,14,12,19,9,15,11,11,12,10,8,12,10,10,14,13,11,11,9,13,8,12,14,10,11,13,11,9,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Ante Rebic,Croatia,CRO,20,106,18,2,�6.25M,14,12,17,12,11,17,13,9,13,8,6,12,5,14,13,9,8,13,15,10,14,9,14,13,15,10,8,12,9,5,6,12,10,9,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Marko Pjaca,Croatia,CRO,28,124,17,1,�15.75M,13,12,17,15,12,16,14,11,12,9,6,13,8,16,13,8,10,11,14,11,16,10,17,13,15,11,8,13,8,4,7,14,12,12,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Tin Jedvaj,Croatia,CRO,4,70,12,0,�3.4M,13,13,14,16,12,15,11,14,10,12,11,13,10,9,16,12,9,15,17,15,12,5,9,10,12,5,11,9,17,15,16,13,8,16,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Lovre Kalinic,Croatia,CRO,0,159,11,0,�10M,15,14,12,14,19,17,14,10,4,12,17,1,15,1,16,7,13,15,18,16,6,6,1,3,6,8,7,3,2,1,2,6,2,12,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Filip Bradaric,Croatia,CRO,14,167,4,0,�2.4M,12,16,12,15,12,12,13,16,15,15,11,11,15,13,16,12,11,9,16,11,14,12,11,7,14,10,9,12,8,9,12,16,12,13,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Dominik Livakovic,Croatia,CRO,0,127,1,0,�2.8M,14,12,10,12,14,12,14,10,5,12,14,1,10,3,13,12,15,14,12,13,6,7,1,2,6,11,6,1,3,3,3,8,2,11,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Duje Caleta-Car,Croatia,CRO,5,126,1,0,�3M,14,14,13,14,15,14,11,14,12,14,14,8,11,10,15,12,11,12,13,13,9,6,8,7,14,8,14,10,8,13,14,16,8,14,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,William Kvist,Denmark,DEN,8,343,81,2,�775K,13,16,9,17,12,13,10,14,6,17,15,10,15,4,15,15,17,16,15,16,9,7,7,5,12,7,10,5,17,13,15,13,5,16,7
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Christian Eriksen,Denmark,DEN,56,247,80,23,�58M,11,17,13,15,9,11,15,18,16,17,7,16,8,13,14,16,12,15,6,15,16,13,13,15,16,16,8,16,3,7,9,17,11,5,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Simon Kjaer,Denmark,DEN,12,280,77,3,�10.75M,17,13,13,15,16,15,9,13,7,14,16,7,16,5,18,14,16,8,20,15,8,3,6,7,8,14,13,10,12,18,16,10,17,17,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Michael Krohn-Dehli,Denmark,DEN,33,330,58,6,�1.5M,9,13,10,14,6,13,14,14,15,14,8,13,13,13,7,14,11,15,8,13,15,14,12,9,14,14,7,13,6,7,8,16,15,8,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Lasse Schone,Denmark,DEN,70,319,38,3,�5M,8,10,7,17,10,12,12,15,16,17,12,14,16,12,15,14,14,14,12,14,13,15,12,10,12,16,9,14,8,9,7,16,15,8,10
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Kasper Schmeichel,Denmark,DEN,0,387,37,0,�19.75M,10,12,15,15,12,8,14,15,13,11,14,1,16,2,16,13,11,9,16,11,10,5,3,1,8,10,13,3,1,2,1,8,2,17,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Nicolai Jorgensen,Denmark,DEN,71,181,33,8,�10.25M,15,13,15,9,14,15,12,12,14,9,5,14,7,15,8,11,7,12,11,15,15,12,14,13,14,13,14,14,6,4,4,14,12,8,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Yussuf Poulsen,Denmark,DEN,44,161,30,5,�8.25M,14,16,17,17,18,15,11,18,10,16,10,15,11,10,16,13,12,9,18,12,11,6,12,10,12,7,13,8,11,6,8,9,10,18,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Thomas Delaney,Denmark,DEN,23,186,29,4,�17.75M,13,17,11,16,14,15,12,18,12,17,13,16,15,7,17,14,16,14,17,16,12,8,9,11,12,14,16,13,8,13,16,14,9,18,10
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Martin Braithwaite,Denmark,DEN,52,225,22,1,�11M,11,12,16,14,12,12,14,14,11,13,5,15,14,16,14,10,10,11,13,12,13,8,12,12,12,9,11,10,4,3,5,11,10,12,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Viktor Fischer,Denmark,DEN,26,112,19,3,�1.4M,11,13,12,12,10,11,13,14,14,8,8,12,9,15,11,10,9,14,11,15,14,11,15,14,15,10,9,12,4,6,7,12,12,13,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Andreas Cornelius,Denmark,DEN,46,133,19,4,�7.5M,18,14,13,16,17,15,10,17,10,18,7,13,8,7,13,12,12,13,17,14,11,7,11,12,12,9,16,7,12,6,7,11,13,16,10
